Date,Close
2014-06-13,20.01173973083496
2014-06-16,20.21343994140625
2014-06-17,20.18712615966797
2014-06-18,20.20905303955078
2014-06-19,20.13890266418457
2014-06-20,19.930633544921875
2014-06-23,19.91309356689453
2014-06-24,19.792509078979492
2014-06-25,19.810047149658203
2014-06-26,19.928442001342773
2014-06-27,20.165212631225586
2014-06-30,20.37348175048828
2014-07-01,20.502826690673828
2014-07-02,20.494062423706055
2014-07-03,20.614633560180664
2014-07-07,21.039953231811523
2014-07-08,20.904027938842773
2014-07-09,20.912796020507812
2014-07-10,20.83606719970703
2014-07-11,20.87552833557129
2014-07-14,21.145185470581055
2014-07-15,20.897449493408203
2014-07-16,20.779062271118164
2014-07-17,20.408554077148438
2014-07-18,20.702335357666016
2014-07-21,20.594911575317383
2014-07-22,20.76591682434082
2014-07-23,21.30742073059082
2014-07-24,21.272340774536133
2014-07-25,21.412649154663086
2014-07-28,21.7086181640625
2014-07-29,21.568307876586914
2014-07-30,21.51788330078125
2014-07-31,20.958837509155273
2014-08-01,21.075031280517578
2014-08-04,20.95664405822754
2014-08-05,20.85360336303711
2014-08-06,20.818525314331055
2014-08-07,20.81631851196289
2014-08-08,20.873613357543945
2014-08-11,21.149011611938477
2014-08-12,21.144609451293945
2014-08-13,21.42441749572754
2014-08-14,21.481706619262695
2014-08-15,21.58745574951172
2014-08-18,21.847444534301758
2014-08-19,22.1492919921875
2014-08-20,22.158105850219727
2014-08-21,22.160310745239258
2014-08-22,22.323345184326172
2014-08-25,22.37181854248047
2014-08-26,22.228609085083008
2014-08-27,22.501815795898438
2014-08-28,22.528247833251953
2014-08-29,22.58333396911621
2014-09-02,22.759592056274414
2014-09-03,21.798980712890625
2014-09-04,21.618303298950195
2014-09-05,21.805583953857422
2014-09-08,21.671186447143555
2014-09-09,21.589662551879883
2014-09-10,22.252845764160156
2014-09-11,22.34758758544922
2014-09-12,22.39826202392578
2014-09-15,22.39164924621582
2014-09-16,22.222002029418945
2014-09-17,22.380634307861328
2014-09-18,22.42690086364746
2014-09-19,22.244029998779297
2014-09-22,22.266061782836914
2014-09-23,22.614179611206055
2014-09-24,22.418088912963867
2014-09-25,21.56322479248047
2014-09-26,22.19776153564453
2014-09-29,22.056753158569336
2014-09-30,22.19776153564453
2014-10-01,21.851848602294922
2014-10-02,22.010488510131836
2014-10-03,21.94879913330078
2014-10-06,21.94879913330078
2014-10-07,21.757116317749023
2014-10-08,22.208776473999023
2014-10-09,22.257253646850586
2014-10-10,22.193355560302734
2014-10-13,21.990657806396484
2014-10-14,21.757116317749023
2014-10-15,21.49051284790039
2014-10-16,21.208505630493164
2014-10-17,21.519163131713867
2014-10-20,21.979646682739258
2014-10-21,22.576719284057617
2014-10-22,22.691293716430664
2014-10-23,23.096689224243164
2014-10-24,23.182619094848633
2014-10-27,23.15838050842285
2014-10-28,23.51750946044922
2014-10-29,23.649709701538086
2014-10-30,23.570390701293945
2014-10-31,23.795122146606445
2014-11-03,24.103574752807617
2014-11-04,23.92731475830078
2014-11-05,23.98459815979004
2014-11-06,24.05319595336914
2014-11-07,24.121797561645508
2014-11-10,24.081958770751953
2014-11-11,24.27448081970215
2014-11-12,24.617460250854492
2014-11-13,24.96487045288086
2014-11-14,25.26581573486328
2014-11-17,25.223773956298828
2014-11-18,25.5512638092041
2014-11-19,25.374242782592773
2014-11-20,25.737140655517578
2014-11-21,25.77254867553711
2014-11-24,26.250507354736328
2014-11-25,26.022594451904297
2014-11-26,26.332387924194336
2014-11-28,26.316896438598633
2014-12-01,25.462759017944336
2014-12-02,25.365388870239258
2014-12-03,25.653057098388672
2014-12-04,25.55568504333496
2014-12-05,25.4472599029541
2014-12-08,24.87193489074707
2014-12-09,25.252538681030273
2014-12-10,24.772356033325195
2014-12-11,24.699338912963867
2014-12-12,24.281118392944336
2014-12-15,23.949193954467773
2014-12-16,23.6216983795166
2014-12-17,24.210308074951172
2014-12-18,24.9272518157959
2014-12-19,24.734745025634766
2014-12-22,24.991426467895508
2014-12-23,24.90291404724121
2014-12-24,24.785634994506836
2014-12-26,25.223773956298828
2014-12-29,25.206073760986328
2014-12-30,24.89849090576172
2014-12-31,24.424949645996094
2015-01-02,24.192598342895508
2015-01-05,23.51106071472168
2015-01-06,23.513275146484375
2015-01-07,23.84297752380371
2015-01-08,24.759082794189453
2015-01-09,24.785634994506836
2015-01-12,24.174903869628906
2015-01-13,24.389541625976562
2015-01-14,24.29660415649414
2015-01-15,23.63718605041504
2015-01-16,23.453521728515625
2015-01-20,24.05762481689453
2015-01-21,24.241291046142578
2015-01-22,24.87193489074707
2015-01-23,25.00027847290039
2015-01-26,25.02682876586914
2015-01-27,24.150550842285156
2015-01-28,25.515865325927734
2015-01-29,26.31026268005371
2015-01-30,25.925228118896484
2015-02-02,26.250507354736328
2015-02-03,26.254941940307617
2015-02-04,26.4563045501709
2015-02-05,26.645139694213867
2015-02-06,26.420757293701172
2015-02-09,26.596261978149414
2015-02-10,27.10720443725586
2015-02-11,27.742568969726562
2015-02-12,28.093582153320312
2015-02-13,28.231311798095703
2015-02-17,28.39793586730957
2015-02-18,28.595651626586914
2015-02-19,28.53566551208496
